price,area,bhk,bathroom
8496000.0,1338,2,1.0
8496000.0,1338,2,1.0
5843000.0,1113,2,1.0
5481000.0,1044,2,1.0
5496000.0,1047,2,1.0
5843000.0,1113,2,1.0
5481000.0,1044,2,1.0
5496000.0,1047,2,1.0
5481000.0,1044,2,1.0
5076000.0,967,2,1.0
